Tournament;Date;Series;Surface;Round;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;B365W;B365L;EXW;EXL;LBW;LBL;PSW;PSL;SJW;SJL
Mercedes Cup;12/07/2010;ATP250;Clay;1st Round;Chiudinelli M.;Hanescu V.;66;37;737;1070;7;6;6;3;;;;;;;2;0;4;1,22;3,75;1,25;3,75;1,25;4,39;1,26;3,5;1,25
Mercedes Cup;12/07/2010;ATP250;Clay;1st Round;Zverev M.;Stakhovsky S.;150;48;341;925;6;4;6;3;;;;;;;2;0;2,2;1,61;2;1,75;2,1;1,67;2,26;1,73;2,1;1,67
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Phau B.;Crivoi V.;98;182;539;258;6;2;6;3;;;;;;;2;0;1,57;2,25;1,65;2,15;1,67;2,1;1,73;2,26;1,67;2,1
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Garcia-Lopez G.;Navarro-Pastor I.;39;146;1025;365;4;6;6;3;6;2;;;;;2;1;1,33;3,25;1,33;3,1;1,33;3,25;1,41;3,21;1,33;3
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Greul S.;Berrer M.;73;45;687;932;7;6;6;4;;;;;;;2;0;1,5;2,5;1,5;2,45;1,57;2,25;1,63;2,49;1,5;2,5
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Chela J.I.;Schwank E.;54;52;862;875;6;2;7;5;;;;;;;2;0;1,57;2,25;1,65;2,15;1,67;2,1;1,65;2,42;1,67;2,1
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Gimeno-Traver D.;Chardy J.;88;50;610;900;7;5;6;7;6;3;;;;;2;1;2,25;1,57;2,25;1,6;2,38;1,53;2,34;1,69;2,38;1,53
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Andujar P.;Knittel B.;125;222;420;216;4;6;6;4;6;3;;;;;2;1;1,44;2,62;1,5;2,5;1,5;2,5;1,54;2,69;1,5;2,5
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Mayer F.;Kohlschreiber P.;56;35;827;1100;6;4;6;2;;;;;;;2;0;3,5;1,28;3,3;1,3;3,5;1,29;3,67;1,34;3,25;1,29
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Montanes A.;Petzschner P.;30;38;1395;1055;2;6;7;5;6;2;;;;;2;1;1,57;2,25;1,6;2,25;1,62;2,2;1,65;2,41;1,57;2,25
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Zeballos H.;Beck A.;43;79;972;650;6;4;7;5;;;;;;;2;0;2,37;1,53;2,15;1,65;2;1,73;2,46;1,63;2,38;1,57
Mercedes Cup;13/07/2010;ATP250;Clay;1st Round;Simon G.;Brown D.;33;99;1215;539;6;3;3;6;7;6;;;;;2;1;1,16;4,5;1,2;4,25;1,2;4,33;1,2;5,38;1,2;4
Mercedes Cup;14/07/2010;ATP250;Clay;2nd Round;Montanes A.;Chela J.I.;30;54;1395;862;7;5;3;6;6;2;;;;;2;1;1,5;2,5;1,55;2,35;1,57;2,25;1,58;2,56;1,53;2,38
Mercedes Cup;14/07/2010;ATP250;Clay;2nd Round;Melzer J.;Zverev M.;15;150;2215;341;7;5;7;5;;;;;;;2;0;1,3;3,4;1,26;3,6;1,25;3,75;1,34;3,63;1,25;3,5
Mercedes Cup;14/07/2010;ATP250;Clay;2nd Round;Greul S.;Simon G.;73;33;687;1215;6;4;7;5;;;;;;;2;0;2,25;1,57;2,25;1,6;2,38;1,53;2,31;1,7;2,25;1,57
Mercedes Cup;15/07/2010;ATP250;Clay;2nd Round;Gimeno-Traver D.;Davydenko N.;88;6;610;4740;7;6;2;6;6;1;;;;;2;1;4,5;1,16;4,25;1,2;4,5;1,17;4,09;1,29;4;1,2
Mercedes Cup;15/07/2010;ATP250;Clay;2nd Round;Ferrero J.C.;Zeballos H.;21;43;1745;972;6;7;7;6;6;2;;;;;2;1;1,33;3,25;1,35;3;1,33;3,25;1,42;3,18;1,29;3,25
Mercedes Cup;15/07/2010;ATP250;Clay;2nd Round;Chiudinelli M.;Phau B.;66;98;737;539;7;6;6;3;;;;;;;2;0;1,8;1,9;1,85;1,9;1,73;2;1,88;2,06;2;1,73
Mercedes Cup;15/07/2010;ATP250;Clay;2nd Round;Monfils G.;Andujar P.;17;125;2055;420;6;4;5;7;6;4;;;;;2;1;1,25;3,75;1,2;4,25;1,22;4;1,3;4,01;1,2;4
Mercedes Cup;15/07/2010;ATP250;Clay;2nd Round;Mayer F.;Garcia-Lopez G.;56;39;827;1025;6;3;6;1;;;;;;;2;0;1,72;2;1,75;2;1,62;2,2;1,74;2,24;1,57;2,25
Mercedes Cup;16/07/2010;ATP250;Clay;Quarterfinals;Montanes A.;Melzer J.;30;15;1395;2215;6;4;6;1;;;;;;;2;0;2,62;1,44;2,5;1,5;2,38;1,53;2,55;1,6;2,5;1,53
Mercedes Cup;16/07/2010;ATP250;Clay;Quarterfinals;Ferrero J.C.;Greul S.;21;73;1745;687;6;3;7;5;;;;;;;2;0;1,3;3,4;1,3;3,3;1,3;3,4;1,38;3,46;1,3;3,5
Mercedes Cup;16/07/2010;ATP250;Clay;Quarterfinals;Monfils G.;Mayer F.;17;56;2055;827;5;7;6;3;6;4;;;;;2;1;2,1;1,66;1,95;1,8;2,1;1,67;2,21;1,76;1,9;1,9
Mercedes Cup;16/07/2010;ATP250;Clay;Quarterfinals;Gimeno-Traver D.;Chiudinelli M.;88;66;610;737;6;1;6;3;;;;;;;2;0;1,44;2,62;1,55;2,35;1,53;2,38;1,52;2,78;1,5;2,63
Mercedes Cup;17/07/2010;ATP250;Clay;Semifinals;Montanes A.;Ferrero J.C.;30;21;1395;1745;6;3;7;6;;;;;;;2;0;2,1;1,66;2,25;1,6;2,25;1,57;2,25;1,74;2,25;1,62
Mercedes Cup;17/07/2010;ATP250;Clay;Semifinals;Monfils G.;Gimeno-Traver D.;17;88;2055;610;6;4;4;6;6;0;;;;;2;1;1,5;2,5;1,5;2,45;1,5;2,5;1,6;2,53;1,53;2,5
Mercedes Cup;18/07/2010;ATP250;Clay;The Final;Montanes A.;Monfils G.;30;17;1395;2055;6;2;1;2;;;;;;;1;0;1,8;2;1,85;1,9;1,83;1,83;1,83;2,12;1,8;2
Atlanta Tennis Championships;19/07/2010;ATP250;Hard;1st Round;Russell M.;Becker B.;89;66;587;712;6;3;6;3;;;;;;;2;0;2,37;1,53;2,35;1,55;2,38;1,53;2,39;1,66;2,25;1,57
Atlanta Tennis Championships;19/07/2010;ATP250;Hard;1st Round;Schuettler R.;Gabashvili T.;88;93;602;567;6;1;6;4;;;;;;;2;0;1,66;2,1;1,7;2,05;1,67;2,1;1,68;2,36;1,73;2
Atlanta Tennis Championships;19/07/2010;ATP250;Hard;1st Round;Marchenko I.;Vliegen K.;67;358;712;109;6;4;7;6;;;;;;;2;0;1,44;2,62;1,5;2,5;1,5;2,5;1,49;2,9;1,57;2,25
Atlanta Tennis Championships;19/07/2010;ATP250;Hard;1st Round;Ram R.;Beck K.;149;110;327;497;6;4;7;6;;;;;;;2;0;2,37;1,53;2,25;1,6;2,38;1,53;2,3;1,71;2,25;1,57
Atlanta Tennis Championships;19/07/2010;ATP250;Hard;1st Round;Fish M.;Ward J.;49;287;901;154;6;1;6;2;;;;;;;2;0;1,08;7;1,05;8;1,08;7;1,12;7,83;1,07;7
Atlanta Tennis Championships;20/07/2010;ATP250;Hard;1st Round;Ginepri R.;Lindahl N.;75;244;678;188;7;6;6;2;;;;;;;2;0;1,28;3,5;1,29;3,35;1,36;3;1,4;3,27;1,36;2,88
Atlanta Tennis Championships;20/07/2010;ATP250;Hard;1st Round;Muller G.;Przysiezny M.;206;87;231;609;6;4;4;6;7;6;;;;;2;1;1,4;2,75;1,5;2,5;1,5;2,5;1,49;2,86;1,5;2,5
Atlanta Tennis Championships;20/07/2010;ATP250;Hard;1st Round;Malisse X.;Sweeting R.;57;116;806;448;7;6;6;3;;;;;;;2;0;1,5;2,5;1,55;2,35;1,62;2,2;1,6;2,54;1,57;2,25
Atlanta Tennis Championships;20/07/2010;ATP250;Hard;1st Round;Young D.;Sela D.;105;102;514;520;7;5;6;0;;;;;;;2;0;2,37;1,53;2,35;1,55;2,2;1,62;2,38;1,67;2,2;1,62
Atlanta Tennis Championships;20/07/2010;ATP250;Hard;1st Round;Dent T.;Blake J.;94;115;566;450;6;3;3;6;6;4;;;;;2;1;2,75;1,4;2,8;1,4;2,75;1,4;2,74;1,53;2,75;1,4
Atlanta Tennis Championships;20/07/2010;ATP250;Hard;1st Round;Lacko L.;Kunitsyn I.;76;114;673;452;4;6;7;6;7;6;;;;;2;1;1,57;2,25;1,65;2,15;1,62;2,2;1,73;2,26;1,67;2,1
Atlanta Tennis Championships;20/07/2010;ATP250;Hard;1st Round;Anderson K.;Tipsarevic J.;96;45;558;930;6;3;7;5;;;;;;;2;0;2;1,72;2;1,75;2;1,73;2,04;1,88;2,1;1,67
Atlanta Tennis Championships;21/07/2010;ATP250;Hard;2nd Round;Dent T.;Zeballos H.;94;47;566;927;4;6;6;2;6;0;;;;;2;1;1,8;1,9;1,75;2;1,73;2;1,94;1,98;1,73;2
Atlanta Tennis Championships;21/07/2010;ATP250;Hard;2nd Round;Russell M.;Schuettler R.;89;88;587;602;1;6;6;2;7;5;;;;;2;1;1,9;1,8;1,9;1,85;1,91;1,8;2,16;1,79;1,91;1,8
Atlanta Tennis Championships;21/07/2010;ATP250;Hard;2nd Round;Isner J.;Muller G.;19;206;1925;231;4;6;7;6;7;6;;;;;2;1;1,25;3,75;1,3;3,45;1,3;3,4;1,31;3,87;1,25;3,5
Atlanta Tennis Championships;22/07/2010;ATP250;Hard;2nd Round;Fish M.;Ginepri R.;49;75;901;678;6;1;7;5;;;;;;;2;0;1,5;2,5;1,5;2,45;1,5;2,5;1,6;2,53;1,44;2,63
Atlanta Tennis Championships;22/07/2010;ATP250;Hard;2nd Round;Roddick A.;Ram R.;9;149;3490;327;6;1;6;7;6;3;;;;;2;1;1,04;10;1,05;8;1,04;9;1,05;13,85;1,03;10
Atlanta Tennis Championships;22/07/2010;ATP250;Hard;2nd Round;Malisse X.;Marchenko I.;57;67;806;712;6;3;6;3;;;;;;;2;0;1,53;2,37;1,65;2,15;1,62;2,2;1,65;2,41;1,57;2,25
Atlanta Tennis Championships;22/07/2010;ATP250;Hard;2nd Round;Anderson K.;Young D.;96;105;558;514;7;5;6;3;;;;;;;2;0;1,53;2,37;1,62;2,2;1,67;2,1;1,67;2,37;1,57;2,25
Atlanta Tennis Championships;22/07/2010;ATP250;Hard;2nd Round;Lacko L.;Hewitt L.;76;30;673;1385;6;4;6;2;;;;;;;2;0;4,5;1,16;4;1,22;4,5;1,17;4,39;1,26;4;1,2
Atlanta Tennis Championships;23/07/2010;ATP250;Hard;Quarterfinals;Anderson K.;Lacko L.;96;76;558;673;6;3;6;4;;;;;;;2;0;1,83;1,83;1,87;1,87;1,83;1,83;1,81;2,15;1,9;1,9
Atlanta Tennis Championships;23/07/2010;ATP250;Hard;Quarterfinals;Isner J.;Russell M.;19;89;1925;587;6;1;6;2;;;;;;;2;0;1,3;3,4;1,3;3,3;1,29;3,5;1,3;3,98;1,29;3,5
Atlanta Tennis Championships;23/07/2010;ATP250;Hard;Quarterfinals;Roddick A.;Malisse X.;9;57;3490;806;4;6;6;3;6;4;;;;;2;1;1,14;5;1,2;4,25;1,17;4,5;1,23;4,89;1,17;5
Atlanta Tennis Championships;24/07/2010;ATP250;Hard;Quarterfinals;Fish M.;Dent T.;49;94;901;566;6;3;6;0;;;;;;;2;0;1,3;3,4;1,3;3,3;1,33;3,25;1,38;3,35;1,29;3,5
Atlanta Tennis Championships;24/07/2010;ATP250;Hard;Semifinals;Isner J.;Anderson K.;19;96;1925;558;6;3;6;7;6;3;;;;;2;1;1,33;3,25;1,35;3;1,33;3,25;1,38;3,36;1,33;3,2
Atlanta Tennis Championships;24/07/2010;ATP250;Hard;Semifinals;Fish M.;Roddick A.;49;9;901;3490;7;6;6;3;;;;;;;2;0;2,5;1,5;2,35;1,55;2,5;1,5;2,55;1,6;2,63;1,5
Atlanta Tennis Championships;25/07/2010;ATP250;Hard;The Final;Fish M.;Isner J.;49;19;901;1925;4;6;6;4;7;6;;;;;2;1;1,53;2,5;1,5;2,5;1,62;2,2;1,57;2,6;1,57;2,38
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Mayer F.;Cuevas P.;54;62;852;770;6;4;6;1;;;;;;;2;0;1,53;2,37;1,65;2,15;1,53;2,38;1,67;2,38;1,53;2,38
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Fognini F.;Ramirez-Hidalgo R.;97;91;545;573;7;6;6;4;;;;;;;2;0;1,72;2;1,7;2,05;1,73;2;1,87;2,06;1,73;2
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Gonzalez M.;Rochus O.;195;65;244;725;6;4;5;7;6;2;;;;;2;1;2,37;1,53;2,25;1,6;2,25;1,57;2,45;1,64;2,38;1,53
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Starace P.;Phau B.;72;98;700;539;7;5;6;0;;;;;;;2;0;1,33;3,25;1,4;2,8;1,36;3;1,4;3,27;1,36;2,88
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Nieminen J.;Rochus C.;60;160;786;302;6;3;7;6;;;;;;;2;0;1,28;3,5;1,35;3;1,36;3;1,35;3,55;;
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Istomin D.;Rosol L.;59;187;795;254;3;6;6;4;6;3;;;;;2;1;1,36;3;1,4;2,85;1,4;2,75;1,43;3,12;1,4;2,75
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Hajek J.;Beck A.;84;80;632;650;6;3;4;6;7;5;;;;;2;1;1,61;2,2;1,7;2,05;1,67;2,1;1,8;2,15;1,73;2
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Riba P.;Mathieu P.H.;79;52;651;855;1;6;6;0;6;3;;;;;2;1;2;1,72;2,05;1,7;2,1;1,67;2,04;1,88;2;1,73
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Serra F.;Korolev E.;61;74;785;690;7;6;6;3;;;;;;;2;0;1,61;2,2;1,65;2,15;1,73;2;1,79;2,17;1,67;2,1
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Golubev A.;Zverev M.;82;155;637;316;7;5;6;1;;;;;;;2;0;1,66;2,1;1,65;2,2;1,67;2,1;1,69;2,34;1,62;2,2
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Bolelli S.;Greul S.;111;69;473;703;7;6;7;6;;;;;;;2;0;1,83;1,83;1,85;1,9;1,83;1,83;2,11;1,83;1,83;1,83
German Open Tennis Championships;19/07/2010;ATP500;Clay;1st Round;Chardy J.;Chiudinelli M.;73;63;695;762;6;4;6;1;;;;;;;2;0;1,44;2,62;1,5;2,5;1,5;2,5;1,48;2,9;1,53;2,38
German Open Tennis Championships;20/07/2010;ATP500;Clay;1st Round;Chela J.I.;Stakhovsky S.;53;48;853;925;6;2;6;3;;;;;;;2;0;1,36;3;1,4;2,8;1,4;2,75;1,45;3,03;1,4;2,75
German Open Tennis Championships;20/07/2010;ATP500;Clay;1st Round;Seppi A.;Robert S.;70;78;700;668;6;4;6;3;;;;;;;2;0;1,28;3,5;1,35;3;1,3;3,4;1,33;3,71;1,33;3
German Open Tennis Championships;20/07/2010;ATP500;Clay;1st Round;Schwank E.;Kamke T.;50;100;875;535;6;3;6;4;;;;;;;2;0;1,8;1,9;1,7;2,05;1,67;2,1;1,94;1,98;1,67;2,1
German Open Tennis Championships;20/07/2010;ATP500;Clay;1st Round;Reister J.;Brands D.;121;68;430;703;6;2;7;6;;;;;;;2;0;2;1,72;2;1,75;2,1;1,67;2,09;1,85;2,1;1,67
German Open Tennis Championships;20/07/2010;ATP500;Clay;2nd Round;Mayer F.;Dolgopolov O.;54;39;852;1025;4;6;7;6;6;3;;;;;2;1;1,44;2,62;1,5;2,55;1,57;2,25;1,48;2,89;1,53;2,38
German Open Tennis Championships;20/07/2010;ATP500;Clay;2nd Round;Starace P.;Robredo T.;72;36;700;1075;7;6;5;7;6;1;;;;;2;1;2,25;1,57;2,05;1,7;2,1;1,67;2,2;1,76;2,25;1,57
German Open Tennis Championships;20/07/2010;ATP500;Clay;2nd Round;Gonzalez M.;Ramos-Vinolas A.;195;140;244;379;7;6;6;7;6;2;;;;;2;1;1,5;2,5;1,6;2,25;1,57;2,25;1,58;2,59;1,62;2,2
German Open Tennis Championships;20/07/2010;ATP500;Clay;2nd Round;Nieminen J.;Simon G.;60;33;786;1215;6;4;3;6;7;5;;;;;2;1;1,8;1,9;1,8;1,95;1,73;2;1,77;2,2;1,73;2
German Open Tennis Championships;20/07/2010;ATP500;Clay;2nd Round;Fognini F.;Gicquel M.;97;144;545;374;6;4;6;4;;;;;;;2;0;1,36;3;1,4;2,85;1,44;2,63;1,4;3,28;1,44;2,63
German Open Tennis Championships;20/07/2010;ATP500;Clay;2nd Round;Davydenko N.;Serra F.;6;61;4740;785;6;3;6;1;;;;;;;2;0;1,2;4,33;1,25;3,7;1,29;3,5;1,26;4,42;1,25;3,5
German Open Tennis Championships;20/07/2010;ATP500;Clay;2nd Round;Golubev A.;Granollers M.;82;86;637;613;6;4;7;5;;;;;;;2;0;1,57;2,25;1,65;2,15;1,67;2,1;1,65;2,42;1,67;2,1
German Open Tennis Championships;20/07/2010;ATP500;Clay;2nd Round;Ferrero J.C.;Hajek J.;21;84;1745;632;7;6;6;1;;;;;;;2;0;1,28;3,5;1,3;3,3;1,29;3,5;1,34;3,63;1,29;3,25
German Open Tennis Championships;21/07/2010;ATP500;Clay;2nd Round;Riba P.;Montanes A.;79;24;651;1600;6;4;5;7;7;6;;;;;2;1;3,75;1,25;3,3;1,3;3,5;1,29;3,8;1,32;3,5;1,25
German Open Tennis Championships;21/07/2010;ATP500;Clay;2nd Round;Seppi A.;Berrer M.;70;44;700;932;6;2;7;6;;;;;;;2;0;1,28;3,5;1,35;3;1,36;3;1,35;3,55;1,33;3
German Open Tennis Championships;21/07/2010;ATP500;Clay;2nd Round;Melzer J.;Schwank E.;15;50;2215;875;6;4;6;1;;;;;;;2;0;1,33;3,25;1,35;3;1,33;3,25;1,39;3,32;1,36;2,88
German Open Tennis Championships;21/07/2010;ATP500;Clay;2nd Round;Istomin D.;Almagro N.;59;18;795;2085;7;6;7;6;;;;;;;2;0;5;1,14;4,5;1,18;4,5;1,17;5,05;1,22;4,5;1,17
German Open Tennis Championships;21/07/2010;ATP500;Clay;2nd Round;Reister J.;Hanescu V.;121;43;430;940;7;6;6;4;;;;;;;2;0;2,2;1,61;2,15;1,65;2,25;1,57;2,18;1,78;2,25;1,57
German Open Tennis Championships;21/07/2010;ATP500;Clay;2nd Round;Bellucci T.;Bolelli S.;22;111;1662;473;6;1;3;6;6;3;;;;;2;1;1,4;2,75;1,4;2,8;1,4;2,75;1,42;3,19;1,4;2,75
German Open Tennis Championships;21/07/2010;ATP500;Clay;2nd Round;Chardy J.;Petzschner P.;73;37;695;1055;6;3;6;3;;;;;;;2;0;2,1;1,66;1,95;1,8;2;1,73;2,23;1,75;2;1,73
German Open Tennis Championships;21/07/2010;ATP500;Clay;2nd Round;Kohlschreiber P.;Chela J.I.;35;53;1100;853;2;6;6;2;6;4;;;;;2;1;1,57;2,25;1,65;2,15;1,57;2,25;1,63;2,47;1,62;2,2
German Open Tennis Championships;22/07/2010;ATP500;Clay;3rd Round;Seppi A.;Fognini F.;70;97;700;545;6;4;6;4;;;;;;;2;0;1,44;2,62;1,5;2,5;1,5;2,5;1,48;2,91;1,44;2,63
German Open Tennis Championships;22/07/2010;ATP500;Clay;3rd Round;Ferrero J.C.;Nieminen J.;21;60;1745;786;6;2;3;6;6;4;;;;;2;1;1,28;3,5;1,35;3;1,29;3,5;1,34;3,64;1,29;3,25
German Open Tennis Championships;22/07/2010;ATP500;Clay;3rd Round;Starace P.;Riba P.;72;79;700;651;4;6;6;4;6;4;;;;;2;1;1,4;2,75;1,4;2,8;1,5;2,5;1,48;2,92;1,44;2,63
German Open Tennis Championships;22/07/2010;ATP500;Clay;3rd Round;Mayer F.;Gonzalez M.;54;195;852;244;7;6;6;0;;;;;;;2;0;1,22;4;1,22;4;1,25;3,75;1,26;4,47;1,22;3,75
